texto_limpo,sentimento,Query
"O AeroFla está acima de qualquer movimento de torcidas do país. Não é que ngm supera, é que ngm chega perto. É bom e é nosso.",Positivo,Flamengo
A B S O L U T E C I N E M A ESSE VÍDEO NÃO DAKKKKKKKKKK,Positivo,Flamengo
"Estão criticando a namorada de um jogador do Flamengo pq ela está fazendo marketing gratuito pro... Flamengo. Só pq ela acaba ganhando mídia em cima disso. A esposa do Everton Ribeiro vivia biscoitando e ninguém dizia nada. Inclusive, ela voltou a biscoitar no dia do AeroFla...",Negativo,Flamengo
Festa da torcida do pelo titulo Mundial de 1981. Globo,Neutro,Flamengo
"No ano de 2013, o volante do Flamengo Elias teve seu filho internado na UTI antes do jogo contra o Goiás, pela Semi da Copa do Brasil Portanto, a Nação se mobilizou para trocar a foto de perfil do Facebook, para a foto do Davi E durante o jogo, trocaram o nome do Elias por Davi",Neutro,Flamengo
"Esse vídeo me representa demais. O Flamengo não pode ser campeão mundial? Nós temos Danilo, Ortiz, Alexsandro, Wesley, Gerson e Pedro da seleção brasileira. Pulgar da seleção chilena. Varella, Vina, Arrasca e De La Cruz da uruguaia. 11 jogadores. O Flamengo é uma seleção.",Positivo,Flamengo
Chegou o grande dia Hoje começa o super mundial de clubes da FIFA Que os times brasileiros façam uma grande campanha nesse torneio,Positivo,Flamengo
9 do Flamengo.,Neutro,Flamengo
"Concorda com o Diego? Em 2019, Liverpool foi campeão mundial contra o Flamengo. ESPNnoMundial",Neutro,Flamengo
"No Flamengo, fica quem quer! Ídolos Sagrados!",Positivo,Flamengo
Daqui a 2 anos ele vai voltar pro Brasil dizendo estar infeliz na Rússia. E espero do fundo do meu coração que o Flamengo não cometa o erro de contratar ele pela terceira vez. Que vá pro vasco!,Negativo,Flamengo
Todo Flamenguista...,Neutro,Flamengo
"Falar que o Hugo não é bom goleiro, que não é goleiro de seleção, é birra. E é birra exclusiva por uma parte bem pequena da torcida do Flamengo que tem voz nas redes sociais. Birra pela maneira que ele saiu de lá e pelo valor muito baixo da venda.",Negativo,Flamengo
"o coitado do gringo usando a camiseta do Flamengo sem entender NADA que os palmeirenses tavam cantando assim que o avistaram! no fim, ele ficou com a galera amarradão!",Negativo,Flamengo
"A mlkada hj em dia, não tem a menor noção do que ja passamos com o Flamengo. E sempre fomos fodas.",Neutro,Flamengo
Sentindo de perto o Calor da Nação. De ARREPIAR Jorginho. Flamengo CRF,Positivo,Flamengo
"Menina, 50 mil pra você tirar essa camisa, tacar fogo e vestir uma do Vasco. Aceita? É de verdade? É. A gente assina o contrato e você queima. Não aceito. Flamengo até morrer. O que você faria com esse dinheiro? Compraria uma casa e um carro.",Negativo,Flamengo
Eu fico me perguntando... Como que um filho da puta troca isso por um clube low profile lá da Rússia Vai se foder Gerson,Negativo,Flamengo
A torcida do Flamengo tá como,Neutro,Flamengo
"Podem falar, vocês passaram o sábado nesse joguinho né?? Quase 26 milhões KKKKKKKKKKKKKKK",Neutro,Flamengo
CLUBE DE REGATAS DO FLAMENGO. FIFA CLUB WORLD CUP 2025,Neutro,Flamengo
Que vídeo foda que o Jorginho postou no Instagram,Positivo,Flamengo
"VIDEO Amazing atmosphere Flamengo, Brasil",Neutro,Flamengo
Um dos melhores cobradores de falta que o Flamengo já teve,Positivo,Flamengo
Some BTS of our FIFA Club World Cup Media Day,Neutro,Flamengo
eu vendo o torcedor do Flamengo com a nota de 3 reais com o rosto do Gerson,Neutro,Flamengo
Feliz dia dos namorado para o meu amor,Positivo,Flamengo
arrascaeta fazendo o bolo do arrasca coisas que só a mídia brasileira nos proporciona kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Positivo,Flamengo
"Ah, é o MALVADÃO, não tem jeito! _ツ_ O Projeto de Lei 24682023, na esfera do Estado do Rio de Janeiro, visa declarar o Clube de Regatas do Flamengo como Patrimônio Histórico, Cultural e Imaterial do estado Assembléia Legislativa do Estado do Rio de Janeiro ALERJ. A",Negativo,Flamengo
WERE TAKING OVER,Neutro,Flamengo
Você trocaria todos os títulos dessa temporada para o Flamengo ser campeão mundial?,Neutro,Flamengo
"E o Guerrero no Flamengo. Veio como contratação de peso, maior salário do elenco, ganhou música, mas o futebol, justificou? Fez alguns gols bonitos, mas como vocês avaliam a passagem?",Neutro,Flamengo
ÍDOLO!!!,Positivo,Flamengo
"Ônibus do Flamengo passando e o lerdão grita aqui é Vascão e cai hahahahahahahahahaha Deus é MUITO Flamengo, mlq não tem jeito",Negativo,Flamengo
Esse vídeo aqui é muito bom mané kkkkkkkkkkkkkkkk Vai se foder kkkkkkkkkkkkkk,Positivo,Flamengo
"E no fim das contas, Andreas Pereira tem mais amor pelo Flamengo do que o super idolatrado Gerson",Positivo,Flamengo
Vamos Flamengo! AeroFla,Positivo,Flamengo
"NÃO ALIVIA NEM PRO TREINADOR, WESLEY? Antes do treino do Flamengo começar, o Wesley deu uma caneta no Filipe Luís. MundialDeClubes2025",Neutro,Flamengo
Achei no chão aqui,Neutro,Flamengo
ELE VAI BROCAR NO CHELSEA EU TO SENTINDO,Neutro,Flamengo
Pulgar já tá treinando pro jogo contra o Chelsea KKKKKKKKKKKKKKK,Neutro,Flamengo
Que ir embora do Flamengo? Pode ir ! Só depois n queira voltar alegando que está insatisfeito e quer mais protagonismo para jogar na seleção e que aqui é o seu lugar. Você jogou tudo fora e por mim vc n volta nunca mais. O Flamengo é pra quem quer estar aqui.,Negativo,Flamengo
Isso é FLAMENGO. Flamengo CRF,Positivo,Flamengo
"ERROU? Para André Kfouri, a decisão de Gerson em sair do Flamengo foi um erro na carreira do jogador. Concorda, fã de esporte? FutebolNaESPN Gerson Flamengo Zenit",Neutro,Flamengo
Torcida do Flamengo só tem maluco! Fizeram a repórter da Cazé TV de bandeira no AeroFla. Flamengo aerofla cazetv,Negativo,Flamengo
Deve ter sido o melhor dia da vida desse moleque. O Flamengo é inexplicável.,Positivo,Flamengo
Apresentador da Flamengo TV A Nação vai levar o Mengão até o Galeão Torcedor Vamo jogar hein filho da puta Aerofla,Neutro,Flamengo
Pergunta sincera aqui de quem tá de fora da bolha do Flamengo Essa saída do Gerson é tão absurda assim mesmo a ponto de ter tanta gente falando que ele não é mais ídolo? O que mais chateou nisso tudo?,Negativo,Flamengo
Proposta por Andreas Pereira será feita somente após a confirmação da saída do Gerson. O meia está recusando conversar com outro clube antes de ouvir uma proposta do Flamengo. Substituiria a altura? Flamengo CRF,Neutro,Flamengo
"Chapolin mandou o PAPO DIRETO para o Gerson! Qual é a sua opinião, torcedor? flamengo zenit chapolin Mengao futebolnaespn gerson",Neutro,Flamengo
Algumas fotos do media day do Flamengo para a FIFA. DivulgaçãoFIFA,Neutro,Flamengo
"Boa sorte em sua nova etapa no , craque! ProudToBeNapoli",Positivo,Flamengo
Lei do ex contra o Chelsea?,Neutro,Flamengo
JORGINHO GIORGINHO,Neutro,Flamengo
Que torcida 𝘪𝘯𝘤𝘰𝘮𝘱𝘢𝘳á𝘷𝘦𝘭... simplesmente... o 𝙁𝙇𝘼𝙈𝙀𝙉𝙂𝙊!!! Imagens Flamengo TV,Positivo,Flamengo
SOLTA O ARRASCAETA NESSA PORRAAAAAAAAAAAAAAAAA,Positivo,Flamengo
From Arsenal to Flamengo,Neutro,Flamengo
"Esse cara quer tumultuar o Flamengo, o filho dele deveria ter ficado no Rio de Janeiro aguardando cair a grana dos russos. Fora Gerson! Suma do Flamengo!",Negativo,Flamengo
Vocês são a favor ou contra a volta de Andreas Pereira ao Flamengo,Neutro,Flamengo
"Sim, o Souza teve a coragem de falar isso. Comparou o Rayan do Vasco com o Adriano Imperador. E ainda cravou O Adriano não fazia no Flamengo o que o Rayan tá fazendo no Vasco. Aí é demais, né? Respeita a história. Respeita o Imperador. Respeita o Flamengo. Direto pro",Negativo,Flamengo
Que vídeo foda. Não tem como um time se sentir mais motivado pra uma competição do que com uma despedida dessas A torcida do Flamengo é ÚNICA!,Positivo,Flamengo
IMAGINA NÃO PERTENCER EU SOU FLAMENGO CARALHOOOOOOO,Neutro,Flamengo
CONHECEM BEM! Torcedores estadunidenses falam os motivos de gostarem do Flamengo ESPNnoMundial FutebolNaESPN,Neutro,Flamengo
"Não me deixem rir sozinho Ônibus do Flamengo passando e o maluco de bike grita Aqui é Vasco, crlh !. E cai !!",Positivo,Flamengo
Aquele tweet quentinho para começar bem o dia... recibo Flamengo,Positivo,Flamengo
"Você queira ou não, o homem vai voltar para reescrever a história Ele mais do que ninguém merece ganhar uma libertadores pelo Flamengo. Respeita muito mais o Flamengo do que muitos ídolos recentes que deixaram o clube Gerson que o diga...",Positivo,Flamengo
Acaba com eles dia 20!!!,Negativo,Flamengo
"Agora que o Gerson vai sair, quem vocês acham que deveria receber a braçadeira de capitão do flamengo? Imagens ilustrativas",Neutro,Flamengo
"A medida que o tempo passa e as coisas acontecem, Diego Ribas fica cada vez maior na história do Flamengo. Esse sim é ídolo!",Positivo,Flamengo
VAMOS OUVIR MUITO ESSE HINO NESSE MUNDIAL FLAMÉM?,Positivo,Flamengo
GOL DO ARRASCA meu,Positivo,Flamengo
Diego Ribas é muito mais ídolo do que o Gerson Eterno capitão Gávea,Positivo,Flamengo
Não tem nada parecido com que a torcida do Flamengo faz. Os torcedores invadiram os ônibus. Um dos maiores AeroFla da história para abraçar o time para o Mundial de Clubes.,Positivo,Flamengo
Nunca será!,Negativo,Flamengo
documentos pornô pornô safado pornô pesado demais gol de bicicleta do Arrascaeta,Neutro,Flamengo
"Um dos maiores zagueiros que vestiu o manto, segundo ele mesmo. Rafael Vaz.",Neutro,Flamengo
"O Bétis só queria a compra e o Flamengo tava querendo me levar por empréstimo. Pô, se eles quisessem me comprar, seria fod A SAF do Lyon sempre será segunda opção",Neutro,Flamengo
GERSON PRECISA DO FLAMENGO? Celso Ardengh analisa possível saída do jogador e o impacto que pode causar na carreira dele FShowNaESPN,Neutro,Flamengo
"Por 50 mil reais eu tirava a camisa do flor, cagava em cima dela, botava fogo, metia a camisa do flamengo, beijava o escudo, cantava o hino e ia pro jogo no meio da raça. Vocês são muito bobos.",Negativo,Flamengo
coe mlk o gerson do flamengo apareceu no vai dar namoro do KKKKKKKKKKKKK,Neutro,Flamengo
"Faz ele vir pro Flamengo Pai, alguém tem que ajudar o Arrascaeta na criação. Pedro, o Apóstolo!",Neutro,Flamengo
Nosso CAPITÃO,Positivo,Flamengo
TUDO QUE ESTÁ SURGINDO VEM DO STAFF DO JOGADOR- afirma que não houve proposta do Zenit para o Flamengo pelo Gerson. Zenit Flamengo Gerson,Neutro,Flamengo
"Não ousem comparar o Clube de Regatas do Flamengo e sua torcida, com nada e ninguém. Quando penso Flamengo, só vejo Deus acima. COLOSSAL CLUBE DE REGATAS DO FLAMENGO!",Positivo,Flamengo
"O AeroFla desta noite da torcida do Flamengo no embarque do time rumo aos Estados Unidos para a disputa do Mundial! ,",Neutro,Flamengo
"PHOTO Torcida Jovem do Flamengo, RJ Brasil",Neutro,Flamengo
É o colossal 𝕮𝖑𝖚𝖇𝖊 𝖉𝖊 𝕽𝖊𝖌𝖆𝖙𝖆𝖘 𝖉𝖔 𝕱𝖑𝖆𝖒𝖊𝖓𝖌𝖔 na Times Square! Assista a todos os jogos do Flamengo na ao vivo e de graça no App DAZN! FIFACWC TakeItToTheWorld,Neutro,Flamengo
"Bap ta certo, tem que pensar no Flamengo em 1º, 2º e 3º lugar, se fosse o contrário os outros times estariam torcendo pro Flamengo se fuder",Negativo,Flamengo
"O GÉRSON ERROU SIM NESSA SAÍDA DO FLAMENGO! O ERRO NÃO É SAIR PRA GANHAR UM FORTUNA, MAS SIM A FORMA COMO ELE TÁ SAINDO!",Negativo,Flamengo
É meus amigos,Neutro,Flamengo
"O FLAMENGO TÁ UNIDO PELA CONQUISTA DO MUNDO!! No final do jogo, a torcida do Flamengo cantou a música que pede o mundo de novo e o Arrascaeta foi no embalo!! Brasileirão2025",Positivo,Flamengo
"A PRIMEIRA VEZ DE DAVID LUIZ CONTRA O FLAMENGO!! Multicampeão pelo Mengão, o zagueiro do Fortaleza reencontrou seus ex-companheiros pela primeira vez desde a saída do clube! Brasileirão2025",Neutro,Flamengo
Dia de curtir com o seu amor rubro-negro. SempreTeAmarei Feliz DiadosNamorados!,Positivo,Flamengo
GOLEADA HISTÓRICA! Há um ano o Flamengo aplicava a maior goleada da sua história sobre o Vasco!,Positivo,Flamengo
É BAILE DO FLAMENGO NO MARACA! QUE PASSEIO DO RUBRO-NEGRO CONTRA O FORTALEZA! E de quebra o Mengão ainda vai VOLTANDO À LIDERANÇA! Brasileirão2025,Positivo,Flamengo
"PARECE MONTAGEM, MAS NÃO É. JORGINHO É DO FLAMENGO!!!",Neutro,Flamengo
Its time to conquer the world again.,Neutro,Flamengo
"Rogério Ceni, diz que Flamengo em 2019 contra o Liverpool e o Palmeiras em 2022 contra o Chelsea fizeram finais do Mundial superior a títulos do Corinthians e São Paulo. É difícil qualquer time brasileiro, mesmo o Flamengo que hoje eu vejo como a maior potência do futebol",Positivo,Flamengo
"MENGÃO NOS EUA! A delegação do Flamengo chegou nesta manhã em Atlantic City, no estado de Nova Jersey, para a disputa do MundialDeClubes2025 Crédito FlaTV",Neutro,Flamengo
"Pessoal, não sejam idiotas. Os familiares do Gerson não tem nada a ver com a falta de caráter e comprometimento deles pai e filho para com o Flamengo. Direcionem as críticas e xingamentos, se assim quiserem, a quem merece. Isso aqui já é demais.",Negativo,Flamengo
"O Manchester City está perto de fazer uma oferta oficial de 35 milhões cerca de R 223 milhões para contratar o lateral-direito Wesley, do Flamengo. A diretoria rubro-negra está pedindo 45 milhões cerca de R 286 milhões e pretende negociar o jogador apenas após o",Neutro,Flamengo
I had no idea Flamengos head coach is Felipe Luis.,Neutro,Flamengo
ele não me responde deve ta me traindo eu ajudando o Flamengo a pegar a liderança,Negativo,Flamengo
"VAI TER CONFRONTO BRASILEIRO NA LIBERTADORES! É JOGO ABSURDO VALENDO VAGA NAS QUARTAS! E aí, quem vai avançar? INTER OU FLAMENGO? Libertadores2025",Neutro,Flamengo
"Abriu mão de um salário 6x maior, pra ficar no Flamengo. Respeita meu 9!",Neutro,Flamengo
"Auto Por comentarios sobre el auto que se compró el jugador uruguayo del Flamengo, Guille Varela.",Neutro,Flamengo
KKKKKKKKKKKKKKKKKKKKKKKKKKK a cara nem treme,Positivo,Flamengo
A OBRA DE ARTE DO NOSSO,Positivo,Flamengo
qual é a nota de vocês pra esse manto aí?,Neutro,Flamengo
"Pô, eu sou assim também Roupa do Flamengo pra qualquer ocasião e vocês?",Neutro,Flamengo
"Ô, Gerson, vai se f, o meu Flamengo não precisa de você!",Negativo,Flamengo
Flamengo u20 de Nuno Campos. Alguns princípios e subprincípios que definem essa equipe,Neutro,Flamengo
"Com a saída do Gerson, se possível eu queria demais ver o Paquetá de volta ao Flamengo. Além dele ser mais jogador taticamente e tecnicamente do que o Gerson... Ele também é mais intenso atacando e defendendo Seria um reforço e uma reposição absurda",Positivo,Flamengo
"solteiros que tao no pique do Mundial vou assistir Flamengo x Liverpool de 2019 completo, nunca revi esse jogo quem quiser assistir junto cmg comenta Mengo e vem torcer cmg que nos vamos bater campeão dessa vez",Neutro,Flamengo
soma o saldo de gols do top 2 ao top 5 e não chega no Flamengo kkkkkkkkkkkkkkkkkkkkkkk,Negativo,Flamengo
"Karoline Lima, namorada do zagueiro do Flamengo, Léo Pereira. Eu nunca vi um, homem, jogador ser conhecido pelo nome da mulher... O Maracanã inteiro gritando Karolino",Neutro,Flamengo
Memória curta recibo Flamengo,Neutro,Flamengo
"- Nunca se envolveu em polêmicas - Sempre respeitou a camisa do Flamengo - Decisivo em jogos importantes - Já recusou proposta para continuar no Flamengo - Nunca foi mercenário Arrascaeta eu te amo e não é pouco, você é ídolo de verdade.",Positivo,Flamengo
8 anos e 1 dia dessa pérola recibo Flamengo,Positivo,Flamengo
"Karoline, namorada do zagueiro Léo Pereira, ajudando a divulgar a marca Flamengo nos Estados Unidos. Instagramkarolinel",Neutro,Flamengo
A mágica que é ser Flamengo.,Positivo,Flamengo
Clube de Regatas do Flamengo Impossível superar,Positivo,Flamengo
"NÍVEL EUROPEU? Perguntado sobre o Flamengo ter elenco a nível europeu, José Boto valorizou muito a qualidade do da equipe, mas fez ressalvas em relação à diferença do ritmo de jogo do Brasil com a Europa. Concorda com ele? ESPNnoMundial Flamengo Europa PremierLeague",Neutro,Flamengo
ele tava falando do Igor Jesus que jogou no Flamengo kkkkkkkkkkkkkkkk animais,Negativo,Flamengo
"ATENÇÃO! Vá no Google e pesquise Copa do Mundo de Clubes, em seguida clique na bolinha azul abaixo do lado direito e clique no jogo do Flamengo, depois comece a marcar gols de pênalti e deixar o Flamengo na liderança!",Neutro,Flamengo
"E ESSA NÃO RESPOSTA DO PRESIDENTE DO FLAMENGO? Bap tá evitando falar sobre Gerson, que pode deixar o clube rumo ao Zenit, da Rússia!",Negativo,Flamengo
"O Jorginho é isso aqui, pra quem quer saber. Meia central com boa marcação, mas principalmente o passe que quebra linhas e ajuda o ataque a criar os espaços pra marcar. Ele vai ser crucial em jogos contra times fechados, que tem sido justamente a maior dificuldade do Flamengo.",Positivo,Flamengo
"Após festa da torcida no embarque do Flamengo, AeroFla termina em confusão.",Neutro,Flamengo
ÍDOLO DE VERDADE!!,Positivo,Flamengo
Dono da SAF vê Atlético-MG com investimento igual a de quatro clubes e Flamengo em outra prateleira Futebol FutebolNaESPN Galo,Neutro,Flamengo
"Koe, . O que foi esse dia aqui, irmão? Kkk",Neutro,Flamengo
Giannis Flamengo,Neutro,Flamengo
"Pedro Guilherme, o P9 - o maior artilheiro do Flamengo na história do Mundial de clubes.",Neutro,Flamengo
Quantos GA Jorginho vai fazer pelo Flamengo esse ano?,Neutro,Flamengo
"VSR deu sua opinião sobre as negociações de Gerson com o Zenit Se o Gerson aceitar a proposta, nem deveria jogar o Mundial pelo Flamengo!",Neutro,Flamengo
Ha 8 anos atrás. O resto é uma linda história.,Positivo,Flamengo
coe ngm respeita o flamengo confundiram o escudo deles na gringa mané KKKKKKKKKKKKKKKKKK,Negativo,Flamengo
"Fala, Nação",Neutro,Flamengo
Renata Silveira NÃO vai narrar nenhum jogo do Flamengo no Mundial.,Neutro,Flamengo
"CRÍTICA PESADA! Danilo, jogador do Flamengo e presente na convocação da SeleçãoBrasileira para os jogos contra Equador e Paraguai, fez duras críticas ao período atual da CBF. Para o defensor, neste momento, ele não acredita em um possível título da Copa do Mundo em 2026 por",Neutro,Flamengo
Vou falar oq vai acontecer O Gerson vai pro Zenit O Paquetá vai vir para o lugar dele 1 ano depois... O Paquetá vai ter ganho uma libertadores e um campeonato brasileiro e vai para a copa do mundo no lugar do Gerson E o Gerson vai bater na porta do flamengo alegando,Neutro,Flamengo
O ESTILO DO NOSSO 9 BOLADO,Positivo,Flamengo
"Filipe Luís aprovou a troca de passes do Flamengo Assista a Flamengo x Esperance, nesta segunda 1606, com transmissão ao vivo pela CazéTV, disponível sem custo adicional no DisneyPlus ESPNnoMundial FutebolNaESPN",Neutro,Flamengo
"Quem aí lembra do lendário Máscara? Figura icônica da torcida do no final dos anos 90, sempre presente com sua roupa amarela e a máscara verde no meio da galera! Clássico das arquibancadas do Maraca!",Positivo,Flamengo
A FlaUruguai,Neutro,Flamengo
Com os de verdade hj Flamengo,Positivo,Flamengo
"TE AMO, ÍDOLO TE AMO, MEU CAMISA 10 RENOVA ESSA PORRA DIREITO",Positivo,Flamengo
A primeira letra de cada tweet formou a frase Jorginho chegou o adm do Flamengo meio que deu uma mitada aqui foda!,Neutro,Flamengo
"Ain, mas o jogo não é só dia 16?? Eu hoje meia-noite",Neutro,Flamengo
"Qualquer negociação, será rejeitada. Qualquer clube que quiser ter o Gerson, sabe o que fazer e até o momento, não fez. Não podemos tomar decisões com base em achismos. Ele está motivado para jogar o Mundial pronto para Filipe Luís o utilizar.",Neutro,Flamengo
"Tem jornalista reclamando que o noticiário sobre o Bruno Henrique é só para atrapalhar o Flamengo nesse pré-mundial? Por bem menos foram em coletiva da Seleção perguntar sobre o Luiz Henrique, por algo menos conclusivo foram atrás do Ênio... Essa gente é nojenta.",Negativo,Flamengo
Torcida do Flamengo fazendo vaquinha pra ajudar o Gerson kkkkkkkkkkkkkkkkkkkkkkkkk,Neutro,Flamengo
"OS CARAS ESTÃO DE SACO CHEIO DESSE COMBO, GERSON E PAI DO GERSON- comenta desgaste no Flamengo gerado por Gerson e seu pai, e uma possível ida do camisa 8 ao Zenit. Gerson Flamengo Zenit",Negativo,Flamengo
"Sucesso no , Jorginho! SerieA",Positivo,Flamengo
"Protesto da torcida do Flamengo contra o Gerson que está no Ônibus. Gerson, vai se f0der, o meu flamengo não precisa de você",Negativo,Flamengo
"Souza ex-jogador do Vasco no podcast Benja Me Mucho. Para mim, o Rayan é o Adriano Imperador. O Adriano no Flamengo não fazia o que o Rayan já está fazendo no Vasco. O Rayan para mim, hoje, ele já está em um nível acima do Adriano.",Neutro,Flamengo
"Tá acontecendo... Até tento ser humilde, mas o Flamengo não deixa",Negativo,Flamengo
O CT do Flamengo não é pouca coisa não... FlaTV FutebolNaESPN Flamengo Jorginho,Neutro,Flamengo
"E no Rio não tem outro igual, só o Flamengo é campeão mundial e agora o seu povo pede o mundo de novo Que festa linda da torcida, apoio nunca vai faltar. Vamos Flamengo! AeroFla",Positivo,Flamengo
"Good night, Nação",Neutro,Flamengo
"APROVEITA QUE A TORCIDA TÁ PEGANDO GOSTO POR VOCÊ, VARELA!!! METE O SOCÃO DE VOLTA",Positivo,Flamengo
MUNDIAL DE CLUBES vai começar! Se liga no primeiro Palpitômetro ESPN! Agora é sua vez! Deixe nos comentários! futebolnaespn espnnomundial futebol flamengo fluminense botafogo palmeiras,Neutro,Flamengo
,Neutro,Flamengo
Sua gente Um filme sobre o apoio incondicional da maior torcida do mundo. Algum dia sai kk,Positivo,Flamengo
DEUS OBG POR ME FZR NASCER FLAMENGO A MELHOR E MAIOR TORCIDA DO AeroFla,Positivo,Flamengo
Nunca jogaram contra o Juventude... recibo Flamengo,Neutro,Flamengo
Gol do Firmino que deu o título Mundial ao Liverpool contra o Flamengo!,Positivo,Flamengo
"Carlinhos Violino Um dos maiores símbolos da elegância e da história do Flamengo! Ídolo como jogador, mestre como técnico. Respeito eterno!",Positivo,Flamengo
Only English please,Neutro,Flamengo
"José Boto, diretor de futebol do Flamengo. Sempre que há uma grande decisão envolvendo o Flamengo, surgem notícias como essa do Bruno Henrique sendo denunciado. É curioso como o timing dessas coisas me parece sempre estranho.",Negativo,Flamengo
ATENÇÃO! Dono do Chelsea quer fazer parceria com o Flamengo para promover o jogo entre os dois clubes no Super Mundial,Neutro,Flamengo
